video_id,Like,No like,From 1 from 10,From 11 to 100,From 101 to 1K,More than 1K
G22G1k3G-kM,326,1024,285,30,11,0
G2F2XyIFY9Q,515,1085,343,132,38,2
G2MfEdrRr0c,2,4,2,0,0,0
G2jfd00y5I8,15,10,15,0,0,0
G2sLvUz0LGI,5,2,5,0,0,0
G3Dyp06Iiyg,13,20,13,0,0,0
G3ewtZHAyK8,7,0,7,0,0,0
G3whkRPO3js,58,642,50,7,1,0
G4GgoHYfoNs,627,973,416,149,61,1
G4NVENuGTCs,40,128,36,4,0,0
G4qRxGO-dDA,13,16,13,0,0,0
G5EG7ymPErw,224,1356,171,35,17,1
G5N6eglHsbw,54,43,50,4,0,0
G6Ce-TrOUXQ,108,132,91,16,1,0
G6DYSpZHsqg,2,1,2,0,0,0
G6P_g8mjw_A,73,236,58,14,1,0
G6rkgpUbPW4,54,19,52,2,0,0
G7H-jz-Rk0o,24,8,24,0,0,0
G7HYuU24CRM,15,26,14,1,0,0
G7oryfD_4VQ,49,97,43,6,0,0
G8V7gASusno,40,40,38,2,0,0
G9Ag2jEOl_Q,1,1,1,0,0,0
G9Tnl7scLf0,38,63,36,2,0,0
G9aqt5mhNG8,30,50,27,3,0,0
GBX7dWY2SeQ,0,8,0,0,0,0
GCeljn_eQsI,4,14,4,0,0,0
GDoWLF3Artc,253,1327,202,45,6,0
GESUzsQt24A,13,89,13,0,0,0
GF4uBrpbnhs,8,23,8,0,0,0
GHBp4c2CocI,8,92,8,0,0,0
GHNebW8aswg,5,2,5,0,0,0
GIoTJoWRGhE,0,9,0,0,0,0
GKTpUGkhvig,402,1198,266,124,12,0
GKognJ1sGNI,175,643,146,24,5,0
GKtJKP9tdTI,1,3,1,0,0,0
GLQDb0vj1Rs,78,84,76,2,0,0
GLVrp9_aWC0,2,22,2,0,0,0
GLw-w2p5n_0,21,35,20,1,0,0
GNpp2PWofkE,31,117,28,3,0,0
GNtdDIAx98A,1,5,1,0,0,0
GQaIVve9O6s,7,18,7,0,0,0
GQgQPvPVezg,112,344,101,11,0,0
GQiZYAU-ouM,417,143,383,34,0,0
GRZSQ8meJXc,3,2,3,0,0,0
GRdfN0OA3ZU,8,28,8,0,0,0
GRufMcVrad0,4,13,4,0,0,0
GSXnhQWvUpA,6,5,6,0,0,0
GSvYwLS8KVk,31,70,31,0,0,0
GTF5kPegq9s,7,18,7,0,0,0
GTGc2Vm86hw,18,42,15,3,0,0
GTvEKqo9i98,6,2,6,0,0,0
GU7DOvimdoM,40,262,36,4,0,0
GUEAVE8nxiM,0,1,0,0,0,0
GUOj23QYFrI,9,22,9,0,0,0
GUhNDsDPzQc,0,1,0,0,0,0
GUmXJxBY6cs,68,51,66,2,0,0
GUn4yEK_LP0,6,9,5,1,0,0
GUoJR0ujL5Y,0,2,0,0,0,0
GV8aHsjLF10,9,30,9,0,0,0
GVq_hKeCgss,1,32,1,0,0,0
GVqe8-ozcRM,19,21,17,2,0,0
GW3kBeYzy6Q,75,126,72,3,0,0
GW4d4QX9hpo,86,236,79,7,0,0
GWEQZna_Y3k,0,2,0,0,0,0
GWifYlWIcRs,83,112,77,6,0,0
GXH0vyQGysI,17,50,16,1,0,0
GXb4gfD3nLk,0,1,0,0,0,0
GYh3uHCgDSs,0,2,0,0,0,0
GZUC00Sa_J8,91,122,88,3,0,0
GZY8IY4Y5es,8,17,8,0,0,0
GZfAjV8Z200,22,38,17,5,0,0
GZsxy8dnNV4,20,25,20,0,0,0
G_1Su_yqdB0,15,2,15,0,0,0
G_m5FgpxGdI,110,259,96,14,0,0
G_rUKR_iVhI,16,30,15,1,0,0
G_tp8d_sJCw,372,1208,295,69,8,0
GakPuNZbLsM,36,16,35,1,0,0
Gb--8CoHxKs,1,1,1,0,0,0
GbtX_XIri7A,32,151,31,1,0,0
Gbwsy1wTk3o,0,1,0,0,0,0
Gd8EPTvKzBw,64,55,64,0,0,0
GeDXFioZV2U,10,4,10,0,0,0
GeODiNdsj4s,2,4,2,0,0,0
GeSWLYLkRqs,0,5,0,0,0,0
Gf-Hpe8PN2g,3,25,3,0,0,0
GfX64oDzhhc,30,46,30,0,0,0
GfnfI2n7XuY,218,739,188,21,9,0
GfqidKiSjaU,18,120,17,1,0,0
Gfsckne-Se8,35,25,31,4,0,0
Gg68pcWYtMI,16,1,16,0,0,0
Gg7cLsx7rQg,2,7,2,0,0,0
GhHzEjGJzSU,3,2,3,0,0,0
GhNaKEf8YdI,60,20,59,1,0,0
GhWI1nfPeVw,31,49,30,1,0,0
Ghlkjvb_gXU,23,23,23,0,0,0
GhraBuIB0Zw,6,14,6,0,0,0
GhxY-7QwD_c,90,139,80,10,0,0
GiR_6jkzKqY,8,34,8,0,0,0
GiVt6dVJ8mk,0,16,0,0,0,0
GiccPlmJap4,630,950,367,229,33,1
Gj151zdI6uU,30,19,29,1,0,0
GjBMp6Z0pr4,0,9,0,0,0,0
GkfsmP2St7Y,102,138,101,1,0,0
GlArOq7UdvQ,0,3,0,0,0,0
GlD-gyzeIu4,54,69,53,1,0,0
GlO-m8ZfCPA,65,198,60,5,0,0
GlW0_ztEgn8,42,12,42,0,0,0
GlglnNPSAN0,58,20,50,8,0,0
GlhAM-yFkZg,136,24,136,0,0,0
GmtbN_ZlkV4,0,1,0,0,0,0
GmzooFupub8,7,7,7,0,0,0
Gn_DxqQcPeU,26,34,24,1,1,0
Gn_I_kq_BR0,10,11,10,0,0,0
GngUIZYkM4U,7,4,7,0,0,0
GoDKGSPxqlQ,21,9,21,0,0,0
GobwEN4Y16Y,7,41,7,0,0,0
GpHMkPmgmaw,10,2,10,0,0,0
GpK36DyWpRs,15,65,14,1,0,0
Gq1Kh54ORPo,23,93,21,2,0,0
GrP848SJ9IE,44,82,42,2,0,0
GsKRrfwFVIs,79,68,78,1,0,0
GsNocWfcg2c,33,27,31,2,0,0
GtSe2tgtkXU,21,245,20,1,0,0
GttvS9oVFhw,4,7,4,0,0,0
Gty44GzVnBo,9,0,9,0,0,0
GuBEu5grIzg,62,17,58,4,0,0
GuQFV-mPxf0,77,150,76,1,0,0
GulVf_VjMog,2,7,2,0,0,0
GupCDJYp1Ps,9,23,9,0,0,0
Gv7R2vXy04M,0,1,0,0,0,0
Gw513FgvbfA,171,903,146,19,6,0
Gw67rjBwlBY,10,7,10,0,0,0
GwDvJVvpaL8,14,23,14,0,0,0
GwURrafxUJQ,68,132,57,10,1,0
Gx8B8mRTHnQ,51,18,45,6,0,0
GxVStTER1-c,105,197,81,21,3,0
GxjDuVlipug,1,0,1,0,0,0
GxuTU1Uvsy8,106,370,96,10,0,0
GyNlRDT9vPI,9,22,9,0,0,0
Gz57SpPfIAA,0,1,0,0,0,0
GzFRMkSKHmk,222,80,192,30,0,0
Gzd-Oj82d2A,0,2,0,0,0,0
Gzn3j2LWw3M,202,254,185,17,0,0
Gzr4_wWvtoY,17,16,17,0,0,0
Gztj0sQAuUk,7,6,7,0,0,0
H-LJ8PvALV4,10,16,10,0,0,0
H-Wl0Uwg1Ek,14,16,14,0,0,0
H0i6fkzO9No,35,18,33,2,0,0
H0mb8pP39cI,174,627,152,17,5,0
H26fs4g6Yuk,34,47,32,2,0,0
H2SD8pQMz1g,9,4,9,0,0,0
H2zKG8Unghc,0,1,0,0,0,0
H3bea7haIzM,87,90,81,6,0,0
H3vBAbNLvTo,3,3,3,0,0,0
H5NWCMjoOw8,111,764,99,12,0,0
H5VIXfZU7x8,11,69,11,0,0,0
H5yISK_QsJE,14,21,14,0,0,0
H5yPst1uEEs,26,9,25,1,0,0
H6XPD4GIfmU,1,0,1,0,0,0
H6fOan0-g7Q,149,10,149,0,0,0
H6ooplzzex8,6,10,6,0,0,0
H76swftJFNY,1,2,1,0,0,0
H7x0M0rxzDg,4,0,4,0,0,0
H8b-ulW_-mI,2,0,2,0,0,0
H8q7jTO0utE,98,270,88,10,0,0
H9Q1oGvPR4k,88,77,80,8,0,0
HA6U0LQlgso,24,36,23,0,1,0
HAZLUHLM2E0,114,5,108,6,0,0
HBAN3zwH6bA,5,2,5,0,0,0
HBbjN-mhd7U,36,73,36,0,0,0
HCCI0Y6J3Bo,347,915,302,31,14,0
HD8LmDzj6Ag,37,81,37,0,0,0
HDBlRbbAjyM,2,1,2,0,0,0
HDGkgR4irfU,79,132,70,9,0,0
HDX_o-NDGCo,1,0,1,0,0,0
HDbrPqUGG-k,125,529,121,4,0,0
HEMzUOkStOg,81,289,79,2,0,0
HEWk_x5AgcE,101,604,96,5,0,0
HErice3LpVQ,10,19,10,0,0,0
HFQGqJ4cow4,83,15,83,0,0,0
HFU0JhGgcRY,62,23,57,5,0,0
HH08FAjXUzU,246,36,246,0,0,0
HH_C8s40tdA,2,3,2,0,0,0
HHgF54a8MLY,173,639,145,24,4,0
HI0VvgnmMAQ,56,146,55,1,0,0
HIGpH37r-dU,0,1,0,0,0,0
HIY4h5aJKr4,101,258,98,3,0,0
HIor2uPU7mM,0,2,0,0,0,0
HItGUOcWbV4,49,0,48,1,0,0
HJ6BxvCY19A,8,9,8,0,0,0
HJmV_hlh7O0,11,29,9,2,0,0
HJx8uskApOE,3,11,3,0,0,0
HK8dWi7QZ8g,5,0,5,0,0,0
HKN4poIzQzU,3,6,3,0,0,0
HKlopRG92WI,8,55,8,0,0,0
HLLi48quy1M,0,6,0,0,0,0
HLWAhEmv814,228,894,202,22,4,0
HLoAE_GuIJk,65,58,64,1,0,0
HLq27ROYsLE,1,0,1,0,0,0
HNDTMWCFt-Y,208,635,192,14,2,0
HNhTyzSQAKM,17,50,16,1,0,0
HOAocdO6_iA,10,24,9,1,0,0
HOJ87jMHwHE,0,2,0,0,0,0
HOR1Pn9VmXY,26,54,24,2,0,0
HP13zGcQxhw,268,93,250,18,0,0
HPXdjTd4bzA,143,18,143,0,0,0
HQ1lD91TrrY,48,28,43,5,0,0
HQBnYu2M3rg,226,1011,175,48,3,0
HQKOwPdN2Xg,82,316,75,7,0,0
HQ_pNqzyMTI,134,858,120,12,2,0
HQbIMV96vL8,53,146,52,1,0,0
HRV0JiSlJ4U,50,90,36,13,1,0
HRVy21zLkoY,17,1,17,0,0,0
HRbUEXHVwvY,142,349,129,13,0,0
HRf64SfgBmE,38,110,36,2,0,0
HRlRDkKWc-U,36,17,27,8,1,0
HSCSJ84fIiA,14,30,14,0,0,0
HT8jFmUt6c4,52,48,50,2,0,0
HTDCaQBLffA,7,1,7,0,0,0
HUCA7HYH-Gs,20,44,17,3,0,0
HUHM0dgpePM,74,438,71,3,0,0
HUJjuCweyQA,7,1,7,0,0,0
HUO9_GFX4Bc,38,33,38,0,0,0
HUPB01vy5E4,197,1383,153,34,10,0
HUSVhYESnwc,0,1,0,0,0,0
HUiduTEDwxM,17,8,17,0,0,0
HV199CAO1Z0,49,11,45,4,0,0
HV3RRgUFjt4,5,17,5,0,0,0
HVJ2Qk51TAk,10,14,10,0,0,0
HVyekxy3Cuw,39,16,39,0,0,0
HWURx7OlFh0,21,34,20,1,0,0
HWcTwAJuS18,4,1,4,0,0,0
HWuE9f0w32I,17,6,17,0,0,0
HX5zv94k44o,5,1,5,0,0,0
HXDdG_rBTYQ,8,8,8,0,0,0
HXKTwrIk5jQ,187,754,159,24,4,0
HXTYVK3BG5w,57,287,48,9,0,0
HXnPwC-diMc,5,4,5,0,0,0
HYotlPDzHCE,33,39,32,1,0,0
HZO7DbjPLWw,27,14,27,0,0,0
H_Btx6eut_k,134,316,116,15,3,0
H_GcX75yK6M,142,360,117,24,1,0
H_RboQXxG_s,198,344,179,19,0,0
H_ZjoOqv3Ng,13,27,13,0,0,0
H_vuhHvZqLQ,68,11,66,2,0,0
Ha_6LqzXJSo,523,1077,362,110,50,1
HaneJb1e13o,0,2,0,0,0,0
HbnaJMOjt7s,237,587,212,24,1,0
HbvIkpnP-Jk,7,12,7,0,0,0
HcRvAhFcKX4,153,619,134,18,1,0
Hc_xvG_21Jo,16,15,16,0,0,0
HdFxNdLbyb4,94,250,91,3,0,0
HdNc8TBg5Vc,181,455,150,27,4,0
Hf0SgMLaDhI,1,2,1,0,0,0
HfFPmtBV5vQ,0,1,0,0,0,0
HfOVMBb7pPY,20,49,20,0,0,0
HfU_vWS8N3U,62,63,62,0,0,0
HfXWVZrkmU8,9,8,9,0,0,0
Hg4_f-odWH8,6,4,6,0,0,0
Hgb0RlWEXJQ,3,53,3,0,0,0
Hgo_gTh3_30,42,11,40,2,0,0
HgsS1HDHdLo,20,40,18,2,0,0
Hh00eESLfrw,8,0,7,1,0,0
HiRBYDVJNzo,8,1,8,0,0,0
HiWfbYpCg68,6,0,5,1,0,0
HijvkaZscRw,60,20,60,0,0,0
HiuUbUEIxqE,33,36,32,1,0,0
HjAxjN_8EWU,258,661,186,60,12,0
HjvplG6X8Tg,133,938,118,13,2,0
Hk1etA33mGY,0,2,0,0,0,0
HkF8g5wLP0c,6,2,5,1,0,0
Hkn_DpacSrc,3,12,3,0,0,0
HksE4_M14hU,23,23,23,0,0,0
Hl1YP6Zl3n0,15,10,15,0,0,0
HlBuYCpFEmY,0,2,0,0,0,0
HlGUvZLB-vk,76,44,64,12,0,0
HlfQo8ZxNNU,0,1,0,0,0,0
Hlj5z1KBTQk,109,511,98,11,0,0
Hlvf4cFXXP8,1,3,1,0,0,0
HnFnD6WPY_E,0,2,0,0,0,0
HnMWXdmsE1Q,0,3,0,0,0,0
HndIJcM9btU,5,11,5,0,0,0
Ho9kHOD8RsA,270,83,257,13,0,0
HoJkGaFVI68,101,69,72,26,3,0
HoSR2LXqx2s,302,1298,236,50,15,1
HoW6hSEELjU,0,1,0,0,0,0
HogEyvDfVoU,5,8,5,0,0,0
HomgaBb79S0,336,324,174,119,42,1
HpFHPpQ1aO8,84,41,84,0,0,0
HpNCWiVjFyE,7,2,7,0,0,0
Hpb4119SfQY,51,206,41,10,0,0
HqONa_T4jxg,10,1,10,0,0,0
HqdAOyju-jA,55,112,54,1,0,0
Hr255jLS8NM,7,2,7,0,0,0
HrO3Uw15IWs,17,11,17,0,0,0
HrbvxSqw7ms,30,65,30,0,0,0
HslEquFJZxw,119,547,92,21,6,0
HsyWOmy0Cao,25,103,25,0,0,0
HtnOAaK16Po,45,18,45,0,0,0
HtowrZEPKTo,59,80,59,0,0,0
Hu-_frcJ8LI,99,30,96,3,0,0
HuNSps9zzFo,4,6,4,0,0,0
HuakD0XwsAU,13,41,12,1,0,0
HvXOoadqozg,0,1,0,0,0,0
HwI-YlUafWQ,4,3,4,0,0,0
HwR8TRxErKI,310,1290,202,91,16,1
HwVXkQA_Kbs,34,14,34,0,0,0
HwY7VRwNcDA,0,1,0,0,0,0
Hx4FlEUWP5c,2,20,2,0,0,0
HxZT0W9H0cg,298,1282,239,47,11,1
Hxx7JhvT-Eg,2,3,2,0,0,0
Hy2d7ZzN-Jk,5,15,5,0,0,0
HyHpap_hshg,1,15,1,0,0,0
HyaLqkjI-f4,1,3,1,0,0,0
HzJW3xbb7xo,3,2,3,0,0,0
HzXQNGtRHWM,37,43,36,1,0,0
I-2H-z9tm8I,72,21,72,0,0,0
I0Cq2DP9GZ0,17,6,17,0,0,0
I16Af51YsZA,107,176,100,7,0,0
I16CdXJSJIg,0,1,0,0,0,0
I1JDcXJJ_yg,10,21,10,0,0,0
I1gSHPePPlU,2,0,2,0,0,0
I1h8PryT2VU,294,1258,273,19,2,0
I2CkTxojk6E,149,442,122,22,5,0
I2JrlOot5NM,0,3,0,0,0,0
I2rgC9cvejM,122,507,106,14,2,0
I2sbxZubdgk,20,68,19,1,0,0
I3br80dvtms,135,323,115,17,3,0
I3hZSoGO4O4,9,43,9,0,0,0
I3kMYOSxyxc,2,2,2,0,0,0
I4MX9t_7QVk,15,25,14,1,0,0
I4N-ZQwj5Pg,44,7,43,1,0,0
I4TMVX0EFd4,37,17,26,11,0,0
I4l6kPQAK3c,42,45,34,8,0,0
I54cFIpOM1k,7,40,7,0,0,0
I5A5bxa4kFA,11,11,11,0,0,0
I5C2OF_vK-w,0,1,0,0,0,0
I5ZbRWxZY_g,8,52,8,0,0,0
I6CX7ombT_U,117,31,115,2,0,0
I6eQbyvyLBk,13,34,11,2,0,0
I6iG1rBz8gI,1,6,1,0,0,0
I6r8RX4NoAs,122,216,101,18,3,0
I72IYEA3EFY,0,1,0,0,0,0
I77fvPQKtqU,0,2,0,0,0,0
I7BAZ_89A38,86,303,69,16,1,0
I7NrEhGeHvY,60,143,57,3,0,0
I7ldxTai9L4,29,86,25,4,0,0
I7n7hVuhExY,25,13,25,0,0,0
I83lB4BqdFs,101,177,87,12,2,0
I86ZFGbjHAk,0,1,0,0,0,0
I8UNa7lQStg,26,34,24,2,0,0
I8wxrgJj7mc,83,18,83,0,0,0
I9Lmuh-Xbqs,297,436,272,23,2,0
I9Z0D1zIOYw,35,7,35,0,0,0
I9ep2R1Dmzw,17,4,17,0,0,0
IA60vkDik7E,86,40,83,3,0,0
IARh9Lc53mc,44,15,43,1,0,0
IAU-XeCIMSc,83,197,67,14,2,0
IBChtjR2W5A,80,199,67,12,1,0
IBDOT5cDY6k,3,11,3,0,0,0
IBIDaS92qiI,0,3,0,0,0,0
IBadf45sbLE,2,0,2,0,0,0
IBhz5WQS0tg,39,75,32,7,0,0
ICEDIEnrGiM,201,86,180,20,1,0
ID7xIylzGBo,11,9,11,0,0,0
ID9Kee2pJ6E,132,318,111,19,2,0
IEeVpWSHO8A,19,57,18,1,0,0
IF8IL9rC70U,122,557,105,15,2,0
IFsiCEZoPY0,50,92,48,2,0,0
IGTdwLxbQzY,14,3,12,2,0,0
IGYWn9Hm2Ag,7,19,7,0,0,0
IGsrCTRk6oM,24,76,23,1,0,0
IGydXe-LjFc,10,29,10,0,0,0
IH6GAav_Jec,15,3,15,0,0,0
IHD_C1DYo6g,86,89,83,3,0,0
IHvNohayK0E,71,44,66,5,0,0
IIjW5T6lIPA,2,4,2,0,0,0
IIxzZbiPS20,0,2,0,0,0,0
IJ0dyYnjrSQ,7,12,7,0,0,0
IJ9G94DQxXE,8,0,8,0,0,0
IJGSTeIOc7c,5,8,5,0,0,0
IJqlHt424gc,79,56,76,3,0,0
IJrBLvidgkw,25,7,24,1,0,0
IK6q6dWaHeU,173,1228,138,31,4,0
IKh2XKvZIGw,19,15,19,0,0,0
IKrl7-PIrVY,3,12,3,0,0,0
ILZEuBpgjLQ,237,903,178,56,3,0
ILb8lvk7ZAE,7,5,7,0,0,0
IMRLBdHNrBM,102,6,102,0,0,0
IMnx2oDQV18,41,12,32,9,0,0
IMymVBTzLsg,28,126,25,3,0,0
INeipDV2ByM,90,129,77,13,0,0
INmH6hSxr4E,0,2,0,0,0,0
INzZ-l5rSBQ,222,569,196,20,6,0
IOO2Qi8sf7c,3,5,3,0,0,0
IOdGNzdxi0s,83,220,79,4,0,0
IPo1nW2gQAI,20,12,19,1,0,0
IQ1I7dboHhQ,48,55,45,3,0,0
IQo3jPqqPc8,0,2,0,0,0,0
IQog4fjr0kg,60,261,52,8,0,0
IRbpCLalVmU,11,7,11,0,0,0
IRoQfwp9exc,34,74,33,1,0,0
ISD-j1YoyPc,0,3,0,0,0,0
ISERjS8DDzc,27,121,25,2,0,0
ISSJQ72MhDU,248,1332,194,49,5,0
IShV5YPI1N8,8,5,7,1,0,0
ITBT2DARl88,25,35,23,2,0,0
ITGEvXdR16c,53,37,48,5,0,0
ITLmo8gq-sI,83,541,77,6,0,0
ITsBA1rrxH4,13,6,13,0,0,0
ITvlgoYhlTs,1,16,1,0,0,0
IU0ly1jEfQs,0,3,0,0,0,0
IU12f4kVTGo,16,64,16,0,0,0
IUMmB8iydLQ,1,4,1,0,0,0
IV3zoaLuboM,30,0,27,3,0,0
IV8zWsci-H8,6,10,6,0,0,0
IVE67uvGk90,3,2,3,0,0,0
IVKWBer-Sxs,58,16,56,2,0,0
IVUudYBJCEM,631,949,491,110,28,2
IVdL59NhNtk,2,5,2,0,0,0
IWEyWbpy0PU,29,16,28,1,0,0
IWV_3Ic-ZH4,60,25,53,7,0,0
IWoq002tn5I,23,5,23,0,0,0
IX4qtCTFsUU,115,190,102,13,0,0
IXkkueFZyIU,2,1,2,0,0,0
IYBbuq-LG4s,40,77,35,5,0,0
IYJYa8OY2AQ,35,14,35,0,0,0
I_TcOn7R7zQ,15,18,15,0,0,0
I_gj6mFkmWY,14,115,11,3,0,0
I_on0R8Rwlc,5,4,5,0,0,0
I_ue3KU-TeQ,388,1212,306,65,15,2
Ia1CbBKJI94,77,218,62,13,2,0
IaOoViq5Gsk,21,101,21,0,0,0
IarX2IG_l0k,46,22,46,0,0,0
IayRaqP1tNw,152,208,138,12,2,0
IbIambZXiGs,49,7,49,0,0,0
IbJTQ4u7P1w,1,1,1,0,0,0
IbTgcC5zjXQ,11,10,11,0,0,0
Ibd1Z3tNDSw,2,1,2,0,0,0
IbxJIM9ObSk,80,3,76,4,0,0
IcvFCvx2uaA,174,743,152,17,5,0
IdF-UWFhBY8,93,354,74,15,4,0
Ie78EbZaGuA,1,0,1,0,0,0
Ie_8kyccMtg,18,13,18,0,0,0
If3IAL-oDj8,21,67,19,2,0,0
IfIuwy9XRjs,113,6,113,0,0,0
IfKEkDbvTMc,276,1304,216,51,9,0
IfR4OWxCfC8,244,89,212,30,2,0
Ig8kDsBq-VI,1,0,1,0,0,0
IgCRPvtoy2Y,4,44,4,0,0,0
IgwcgNmIUOg,6,24,6,0,0,0
IgzZ_phl4pM,462,147,429,29,4,0
Ih68UoRi_Ik,157,118,144,12,1,0
IhiiaZnm2As,14,6,10,4,0,0
IiC4ZIx1tEA,1,0,1,0,0,0
Ij5MTBhHe7c,19,27,18,1,0,0
IkWo53V8Yks,18,8,18,0,0,0
Ikj5r4MiexE,244,385,211,31,2,0
Ikrwnf2roqs,43,131,39,4,0,0
Il2DzeCtZrM,1,2,1,0,0,0
IlGFNBvAHck,1,5,1,0,0,0
Im3KnvN55Dw,13,18,13,0,0,0
ImpUTKkIz88,501,1099,360,120,21,0
IoMZHGCTb34,57,2,57,0,0,0
Ioh2BUvSUeU,1,2,1,0,0,0
IpNVsVkkkcw,6,1,6,0,0,0
IqmbrdBrNuI,43,190,37,6,0,0
IrKPNHYWEFk,26,14,22,1,2,1
ItR25DlYHOM,0,2,0,0,0,0
ItWUh-pz60M,2,4,2,0,0,0
IteL0n3Upf8,16,4,16,0,0,0
IvWIuF9hUiA,29,14,28,1,0,0
IvhqrICcRr8,37,209,35,2,0,0
IviNQC5hjaw,220,1360,186,28,6,0
IvpCxR6OtvY,498,1102,301,156,41,0
Iw52zh_YfMY,7,12,7,0,0,0
Iw8LUEimsZ8,3,2,3,0,0,0
IwnHcXHfGeU,1,0,1,0,0,0
IxWpssXFtUw,0,3,0,0,0,0
IxchuaO_frY,100,260,83,16,1,0
IxtwURDVJkU,19,6,19,0,0,0
Iycn62IoJNQ,26,105,26,0,0,0
Iz7cZp-t-lA,1,17,1,0,0,0
Iz9m_BmWaNQ,135,1085,112,20,3,0
J0aYHFtflkI,128,1153,119,9,0,0
J1FscQBL2D0,20,33,20,0,0,0
J2V6Cz4US5k,2,1,2,0,0,0
J31rSMq-OaA,180,546,158,16,6,0
J3DBDDANhyI,15,31,15,0,0,0
J3xMGJaQxAY,93,240,80,13,0,0
J4AIqOvyCBI,23,79,20,3,0,0
J4G0ZyK1q9o,97,263,92,5,0,0
J4jYUm70KaA,128,247,112,14,2,0
J4yzKqVdI-w,29,31,20,7,2,0
J6dR40Jxe4k,144,4,144,0,0,0
J6dyynzMz1Y,25,45,25,0,0,0
J6fYOGW2PTE,22,14,22,0,0,0
J6gX2Tzgh5U,125,610,108,15,2,0
J6yk3uMf4tM,174,466,137,30,6,1
J74cbuyV7VI,0,1,0,0,0,0
J79Q3v68Tb8,1,1,1,0,0,0
J7Yilda4uBc,46,17,46,0,0,0
J7h45l2hGwk,93,293,87,6,0,0
J8m7PjLwDFc,27,16,25,2,0,0
J90cuBBigj0,6,0,6,0,0,0
J9_dc-04EjA,3,17,3,0,0,0
JA2Gkf_f1fo,22,38,17,5,0,0
JAjVQA4O2fg,30,132,30,0,0,0
JAr159PSg80,20,20,18,2,0,0
JAtyIFIkcuw,22,32,22,0,0,0
JB-h-9APypg,20,61,18,2,0,0
JC3e5AsGjFA,50,349,42,8,0,0
JC7zIiokE4g,396,1184,285,84,27,0
JDAbgFFNFgs,18,50,16,2,0,0
JDDeZE18aZ0,7,6,7,0,0,0
JDWnhWnp420,65,10,65,0,0,0
JDcORhODUVk,38,214,36,2,0,0
JDnRBDp9BHY,147,158,132,14,1,0
JE1zkiYOtGU,19,0,18,1,0,0
JE3QI0LVRkU,13,12,13,0,0,0
JE_9mx1D5ts,65,35,55,9,1,0
JFCKbbnIApc,83,60,80,3,0,0
JFcnKM5NSeg,5,41,5,0,0,0
JGXuhw-6Pxc,0,1,0,0,0,0
JGbCE2Swc6E,26,7,26,0,0,0
JGgBJNcYPx0,5,5,5,0,0,0
JHLuKr1xPSQ,61,42,60,1,0,0
JHTtbHKnJGs,163,238,141,19,3,0
JHUnzwf8Mjs,1,2,1,0,0,0
JHbzb0Bxl8g,97,115,90,7,0,0
JHoPnXUeTV0,109,4,109,0,0,0
JHwggS0TY0U,48,9,47,1,0,0
JI9_XhQZOWc,2,3,2,0,0,0
JJ6JtH_NY_w,34,15,34,0,0,0
JJD8SuFb9iY,74,208,67,7,0,0
JKHqIsXw8n0,11,11,11,0,0,0
JKTsEgaq6QA,42,9,42,0,0,0
JKXtWyWLn_c,27,10,27,0,0,0
JKnAJc3wk3I,1,4,1,0,0,0
JLNa6Z7rCKI,3,10,3,0,0,0
JLtNvRdvK9o,30,81,25,5,0,0
JMKLR8iCb64,8,12,8,0,0,0
JMiSjBV3Ej4,114,322,94,19,1,0
JMrqC-_z1-Q,17,26,17,0,0,0
JMwPoB3hGpo,166,318,138,23,5,0
JMxp36V_Cd0,47,33,45,2,0,0
JNRfv1g5LN4,2,2,2,0,0,0
JNUI5IgLBdQ,39,7,37,2,0,0
JNvzY-JhBos,28,32,28,0,0,0
JOCrysoFMeg,0,1,0,0,0,0
JOKFGUGwklE,0,11,0,0,0,0
JP5k6cX4mLo,16,44,15,1,0,0
JPBr1LIoVzY,38,287,34,4,0,0
JPQ1wCosvks,12,68,11,1,0,0
JPl4MFIc7RA,0,9,0,0,0,0
JPnN5e0UMIc,5,0,5,0,0,0
JPr8zzyXTeg,20,20,19,1,0,0
JQ3QfVjp_vA,12,1,12,0,0,0
JQBNIRRs1uQ,96,542,88,8,0,0
JQTs64aJsoA,197,403,173,23,1,0
JRRu04exNvw,7,49,7,0,0,0
JSjrXQvVHGI,35,69,34,1,0,0
JSukvFcJHlM,5,0,5,0,0,0
JT3v5_RvPTg,96,395,83,13,0,0
JTfm1wy3nz0,277,462,186,69,21,1
JUOQmqgnDRk,0,2,0,0,0,0
JUm6doFJH6U,25,15,25,0,0,0
JV-QEoOvOc4,53,230,47,5,1,0
JVNSO-N5xVg,11,19,11,0,0,0
JVa3QzXeM-8,8,2,8,0,0,0
JW2u8BTduJ0,7,4,7,0,0,0
JWXNRrpbeng,0,2,0,0,0,0
JXgT44z8PQc,86,209,81,5,0,0
JY3SQrokdvM,0,2,0,0,0,0
JYb51QKfbgA,0,1,0,0,0,0
JYhtmlpdAxA,22,38,22,0,0,0
JYjqqf5E4w8,1,3,1,0,0,0
JYp6usxU-U8,7,29,7,0,0,0
JZdZ59D80IQ,128,265,104,21,3,0
J_-6nW2AtvU,60,153,60,0,0,0
J_90VC1JquE,42,143,39,3,0,0
J_rxiImlG1k,271,171,264,7,0,0
J_vpV3nYELA,72,27,67,5,0,0
JbJRqQX6prM,18,22,16,2,0,0
JbQbSjFjMBI,10,13,10,0,0,0
Jc1h-u8pM2Q,34,22,32,2,0,0
