video_id,Like,No like,From 1 from 10,From 11 to 100,From 101 to 1K,More than 1K
mnRdGz5s0wk,62,87,48,14,0,0
mnmXxSTGfgE,5,6,5,0,0,0
mp56CDYD15I,1,1,1,0,0,0
mp8aTJJZCbU,27,25,27,0,0,0
mq2uRd2k25E,147,836,135,11,1,0
mrGnAfGJQMg,48,94,46,2,0,0
mrkS0Di-_CE,15,3,15,0,0,0
msNzY29Vh6Q,12,12,12,0,0,0
msTMLREShN4,29,46,29,0,0,0
mu4PANxNXKw,2,1,2,0,0,0
mu9jz9ECC9w,70,220,58,12,0,0
mv-Nu9HjFqQ,1,9,1,0,0,0
mvgngcyneZE,15,8,11,4,0,0
mvtuXVYaPSA,367,1212,277,76,14,0
mwDo_WmKWDs,14,14,14,0,0,0
mwPta3bik4s,0,4,0,0,0,0
mwx2IEwHlz0,64,116,62,2,0,0
mxCCX1YlCWI,154,700,132,20,2,0
mxUAGeNkLyA,4,2,4,0,0,0
mxx6akoGAeU,106,201,92,14,0,0
my4LDXujsbg,12,6,12,0,0,0
myApj1OND94,8,11,8,0,0,0
myYz17VaMS4,38,16,38,0,0,0
mz7ZerZHdt4,223,813,203,20,0,0
mz7nMBq2T0E,1,4,1,0,0,0
mzPtTspra6Y,8,1,8,0,0,0
mzdltXwueok,113,559,99,13,1,0
n-6iWup4zrc,84,282,78,6,0,0
n-TrF1xLg7g,6,27,6,0,0,0
n-f9m1ALW0I,1,3,1,0,0,0
n0LsSZBAlcg,20,12,16,4,0,0
n1166Hh1Rj0,5,7,5,0,0,0
n1a73ULmeG0,6,4,6,0,0,0
n20r8NTz_NM,46,14,45,1,0,0
n2Y1v0beUU4,0,1,0,0,0,0
n2icxQPTcBk,217,1092,193,20,4,0
n2vRQR_1GVA,22,52,21,1,0,0
n3FQGNxbbHs,2,1,2,0,0,0
n3K2NiCdX_8,0,2,0,0,0,0
n3Uyua52LjM,3,0,3,0,0,0
n4EtQceXAfg,4,9,4,0,0,0
n4Jitw2W60I,3,8,3,0,0,0
n4YdViXrTHo,12,1,12,0,0,0
n5nmfLzh8t8,11,9,10,1,0,0
n5uUBCJ74K8,2,11,2,0,0,0
n5zeQJ-9jkg,46,34,42,4,0,0
n6PM0EdY7B8,73,63,61,12,0,0
n7AXwDIDc9c,9,7,9,0,0,0
n7AfVNQKnPs,21,35,21,0,0,0
n7LC-RI2Szc,66,63,66,0,0,0
n7dNkMucObc,30,36,30,0,0,0
n8JhTzkos2I,56,24,50,5,1,0
n92AtSOZMV8,99,324,90,8,1,0
n97nAEzdihE,173,131,154,19,0,0
n9HbUq5R_Vs,386,447,303,76,7,0
n9M6n71YJ7k,27,33,20,7,0,0
n9yUe1Q4M2Y,50,79,43,7,0,0
nAJ1MrbTRt4,207,29,199,8,0,0
nAej9qnlug0,0,2,0,0,0,0
nAxI3BZS7YM,78,42,78,0,0,0
nB4IRIXaRjA,2,7,2,0,0,0
nBEr8wQdkSg,10,9,10,0,0,0
nBHN1GeAXsY,42,38,41,1,0,0
nBKi8eR-jHU,2,5,2,0,0,0
nBRGiTgN-ik,0,5,0,0,0,0
nBZAlfBERSM,0,6,0,0,0,0
nBgroN88QKI,6,4,6,0,0,0
nCI1oMtOKAw,462,1138,384,70,6,2
nCxlI1ny2-E,8,2,8,0,0,0
nDKtX5hnt-E,9,1,9,0,0,0
nDiLriLvDJg,113,427,91,20,2,0
nEH3RqJYcIA,344,1236,273,64,7,0
nEQjdZbFTh8,95,266,87,8,0,0
nEVCODTyZSU,136,1006,113,19,4,0
nEWNvhXvWtA,1,1,1,0,0,0
nEszq-6uAgQ,79,56,77,2,0,0
nF8h47OVG4Y,69,43,64,5,0,0
nFIMjoXdNrw,1,3,1,0,0,0
nFWhULZfSAA,114,291,104,10,0,0
nGdev5xuma4,18,42,15,2,1,0
nGyDdKlmaLI,295,182,282,13,0,0
nHE-3A7aNb8,94,26,80,12,2,0
nI4QiKNuUP4,60,580,54,6,0,0
nIC4u9o3vnQ,5,7,5,0,0,0
nIRyn__8AtU,19,9,19,0,0,0
nIWHx2A2yfs,20,75,17,3,0,0
nIivhj1eC1Q,5,2,5,0,0,0
nIjEQUdwI-s,0,1,0,0,0,0
nJ5M0EeOmFs,84,396,77,7,0,0
nJHBlQr9ZgE,84,473,74,9,1,0
nJLADUQcyn0,13,37,12,1,0,0
nJfp16y-03M,0,5,0,0,0,0
nJphOjXjoa8,162,378,148,13,1,0
nKh1Yamuh7g,10,48,10,0,0,0
nKo55rhblDg,68,87,55,12,1,0
nLGZ0wkmuXU,1,3,1,0,0,0
nLX_g_ijdNw,13,4,13,0,0,0
nLYZ4f2KBXw,35,5,34,1,0,0
nLeZpxmV2v4,27,0,26,1,0,0
nLzdx9McZ0c,0,1,0,0,0,0
nM0IwFn91fs,12,2,12,0,0,0
nMfTtUqx21c,4,13,4,0,0,0
nMgdWvZMwxY,5,39,5,0,0,0
nMuzw9KA--M,132,928,114,16,2,0
nNloH0BwhCQ,33,27,31,2,0,0
nOsCSDBqg1k,0,2,0,0,0,0
nQSmiErWkdY,0,2,0,0,0,0
nRFRkThVSCE,15,3,15,0,0,0
nRjGvamVPA4,6,3,6,0,0,0
nSNfF2aBGPs,347,122,333,14,0,0
nSof8Jn4-Fw,122,28,116,6,0,0
nSzJMNQ1q78,10,51,9,1,0,0
nTPjMd2X7dQ,0,3,0,0,0,0
nUOLKafjTpY,108,41,106,2,0,0
nUTLHX4Mrp4,1,21,1,0,0,0
nUfhVf_NVso,1,4,1,0,0,0
nUvA8aaiYVA,25,30,25,0,0,0
nVicNj6vYHg,2,4,2,0,0,0
nVmXA4fPMJI,185,191,164,18,3,0
nVuFgcS_HwU,18,65,18,0,0,0
nW-oLisvU2Q,120,76,113,7,0,0
nWGMfIZsBC8,20,0,15,4,1,0
nWUub9odqUg,19,28,19,0,0,0
nWvOrxLjlP4,138,849,122,16,0,0
nXErnI2pKTA,33,11,32,1,0,0
nYIrAzOHq8w,167,382,135,29,3,0
nZ2-d7F79e8,67,336,55,11,1,0
n_M9xGQxQJ4,28,45,26,2,0,0
n_QZ_vmNYa0,293,339,241,46,6,0
n_ipofN6s6I,18,22,14,4,0,0
na2iPYcZHMc,80,262,68,12,0,0
naGBoxKzDkA,1,13,1,0,0,0
naesuAY0oyM,6,16,6,0,0,0
nbMoX-cu1Xw,144,136,114,29,1,0
ncyVeKVOyE4,201,587,184,17,0,0
ndN3ZDjf36g,508,1072,297,151,56,4
ndtPdh5Hdq4,104,22,101,3,0,0
neE8buwDcio,82,43,80,2,0,0
neH-QPnn3q8,88,165,77,10,1,0
neejELM-bdg,2,3,2,0,0,0
nehrVdADdH0,66,558,59,5,2,0
nernP91tx64,12,2,12,0,0,0
ngLoivv-lXA,26,6,26,0,0,0
ngMIYChSJD8,2,2,2,0,0,0
ngaQQF00qeA,0,1,0,0,0,0
nghFYYkRXo4,87,490,77,10,0,0
nh1AHzBDzvE,9,31,9,0,0,0
nhxGqWvWvvY,2,11,2,0,0,0
nii9GHuNCTk,3,5,3,0,0,0
njDVTVuJgZY,49,344,45,4,0,0
njIAHzxrE8U,23,37,23,0,0,0
njWw1LfFJco,268,90,262,5,1,0
njvMXeBbbm8,223,275,193,24,6,0
nk3G_1QE37g,34,54,34,0,0,0
nkoBDo3VcFE,210,506,155,51,4,0
nlMnZpiWAB8,15,5,14,1,0,0
nlQtTf_jlCk,49,78,49,0,0,0
nlm285eRkus,25,43,22,3,0,0
nloRZzURUos,0,4,0,0,0,0
nmIjsKC6QJQ,28,82,27,1,0,0
nmKP8bVkY1g,445,1135,296,119,28,2
nmNLmBWII9I,100,53,95,5,0,0
nmad3KIZvTs,36,25,36,0,0,0
nmcoLVY-7Yw,4,2,4,0,0,0
nmsJ4FZvUvw,67,182,66,1,0,0
nnVXV-4r6fo,6,27,6,0,0,0
nnxnluFDLIE,0,4,0,0,0,0
no5aJ-n5cIE,34,44,34,0,0,0
no5uePYisY0,2,1,2,0,0,0
np028gBBTN4,14,19,14,0,0,0
np4_Es-F_pI,48,36,42,6,0,0
npFk1fBu_Is,49,25,36,13,0,0
npOmOycTgxA,176,1061,153,20,3,0
nq05PdPsMMk,14,2,14,0,0,0
nqOs4kwF3qY,296,1164,246,32,18,0
nrBnRRGUfbo,428,1172,275,124,29,0
nrKhy5ePkwc,2,1,2,0,0,0
nrYJquWPFsQ,125,442,118,7,0,0
nrwZkibYjFA,3,0,3,0,0,0
ns3hyGA1raU,0,2,0,0,0,0
ns6BJyvFQno,5,1,5,0,0,0
nshhIspwRJY,6,14,6,0,0,0
ntXQLw-4CD4,36,8,36,0,0,0
nti2HE1D5lc,221,1359,171,43,7,0
ntjl_0hKTg8,25,54,24,1,0,0
nu3J3S6MKWY,70,127,67,3,0,0
nuWAe7FAVQU,3,15,3,0,0,0
nuYKtJwSW_s,6,5,6,0,0,0
nv63S_mucFE,227,1353,194,28,5,0
nvWTwrn41Oc,2,1,2,0,0,0
nvXZI3Nt7Bo,87,76,85,2,0,0
nwFVBLdn3Uw,1,3,1,0,0,0
nwbSXKRHm_c,55,128,54,1,0,0
nwtSnkjk82s,26,14,26,0,0,0
nxW6TxLbMAY,1,6,1,0,0,0
nxdBWx4ivtg,78,250,73,5,0,0
nyIzg9MDgsM,2,4,2,0,0,0
nyTjxgP7T6w,126,589,101,23,2,0
nz3DAq7Q57o,4,15,4,0,0,0
nzkJjkVpFBc,139,741,124,13,2,0
o-RH-NPWQAY,39,30,39,0,0,0
o-t8n0lz4LY,6,13,6,0,0,0
o02pGuGX61g,24,16,22,2,0,0
o0FE9945NFE,171,138,164,7,0,0
o1ys_iQe7Ho,29,15,28,1,0,0
o2R7JVsSkEE,1,5,1,0,0,0
o2mbPa37iqI,49,51,48,1,0,0
o34gB75vnZg,22,16,21,1,0,0
o4PNkKx6ImI,0,2,0,0,0,0
o4m8AVVtpck,186,251,155,28,3,0
o5HLggxabWY,0,5,0,0,0,0
o5cAIoc_oLI,38,113,37,1,0,0
o6KtMtPp7CA,1,5,1,0,0,0
o6ktHzN_D3E,10,46,10,0,0,0
o6tS3y0caQU,46,203,36,8,2,0
o7EjW7uZVzg,0,1,0,0,0,0
o7Ews1Am44o,0,3,0,0,0,0
o7e0pSu8ujw,124,111,114,9,1,0
o7uQOU2uL64,0,6,0,0,0,0
o88qS36jnwk,5,0,5,0,0,0
o8Oa62cfqwI,39,21,35,4,0,0
o8obm_J8rxI,46,20,43,3,0,0
o90sEtlK-rk,225,645,181,35,8,1
o9FNCSSpLWk,4,4,4,0,0,0
o9IOuLzdq88,241,956,213,24,4,0
o9Qc1zcSPLg,213,811,184,25,4,0
o9aXZyCAhCc,109,754,88,19,2,0
o9nD5Wcibt0,3,45,3,0,0,0
oA42K2Ut1zc,25,62,25,0,0,0
oAJ6IrW612c,10,16,10,0,0,0
oAULhOUi0dk,72,61,69,3,0,0
oAZHllbMPo0,329,1251,256,66,7,0
oB5Q9qjz2ik,3,15,3,0,0,0
oBKtp1Tqvt0,33,110,28,5,0,0
oBOA4tFmFkA,4,1,4,0,0,0
oBu5ZvGl4Kc,25,161,22,3,0,0
oCsOELR3Ss0,2,2,2,0,0,0
oDhoSa2p-5w,10,4,10,0,0,0
oDnJIkBMZHw,3,16,3,0,0,0
oE8b5CHVhT4,3,9,3,0,0,0
oEAjEBdibD8,87,342,80,6,1,0
oEFld3j1670,68,20,67,1,0,0
oEFnFGodh3k,9,36,9,0,0,0
oEchzewcAiw,0,3,0,0,0,0
oEk3k5UdG08,11,78,11,0,0,0
oFPlowzffLk,230,618,211,15,4,0
oFm-aMFD4_0,11,6,11,0,0,0
oG1nwgRwABM,135,585,125,9,1,0
oGNgBxf-rvc,3,2,3,0,0,0
oHEQyZbPFlw,30,37,30,0,0,0
oHtJ4FzyK3I,37,9,37,0,0,0
oI0FId1BtoY,34,87,33,1,0,0
oIsCnxzssVA,383,1217,306,51,25,1
oJGiSCDNLoY,7,12,7,0,0,0
oJqxHJYyOPc,499,1101,325,128,42,4
oJwxIcgsqUM,0,2,0,0,0,0
oK59-1MxVcQ,0,3,0,0,0,0
oK8gIcV3RwM,146,880,127,16,3,0
oKE57MwtkzI,0,1,0,0,0,0
oKU2PyWT9lE,7,10,7,0,0,0
oKvJwb5zlTk,10,17,10,0,0,0
oKzV8wPsk0w,47,53,45,2,0,0
oLVM6ndFxsc,4,61,4,0,0,0
oMP847f1PQw,53,14,53,0,0,0
oMbr0zyK7wo,124,218,108,14,2,0
oN8hql8s6ag,82,181,66,16,0,0
oNBHtARlGZs,43,4,43,0,0,0
oOIos3zOEhU,4,4,4,0,0,0
oPC9C21Tt1o,200,798,175,16,7,2
oPZ_nXDj3WI,237,772,201,28,8,0
oP_duoYpwG0,2,3,2,0,0,0
oQYEmzbkujE,4,4,4,0,0,0
oQuXMhspDUc,99,55,99,0,0,0
oRbmcaew7S4,26,38,26,0,0,0
oRgk_Cb1dr4,25,9,25,0,0,0
oRsXIHWPEWI,19,4,19,0,0,0
oSA3pBxGAJM,65,24,62,3,0,0
oS_6IL3QToQ,7,2,7,0,0,0
oSogZxj-Zns,27,13,27,0,0,0
oSu2WAKApys,86,260,69,16,1,0
oTKezv0Zvp4,5,14,5,0,0,0
oU5RcG2lKac,1,5,1,0,0,0
oUXPgOkXDc8,6,34,6,0,0,0
oVC51m8BbzY,69,171,63,6,0,0
oVMxDsve898,9,3,9,0,0,0
oVO2CsWN_cE,177,144,168,9,0,0
oVRlEs1PzCc,70,132,66,4,0,0
oVaAFUrdisc,21,39,18,3,0,0
oVhJnwleMFk,12,7,12,0,0,0
oVnJXwdJrOQ,14,63,14,0,0,0
oW5gDGeHPtc,2,3,2,0,0,0
oW9b3w_D-DM,10,2,10,0,0,0
oWsbN7URiKE,77,109,74,3,0,0
oYDehRaeDeI,20,20,17,3,0,0
oYhuyTasc_g,0,1,0,0,0,0
oYpIS3fii1g,15,34,15,0,0,0
oZ9XPd1nZk0,22,57,22,0,0,0
oZQTm4HUF3s,1,1,1,0,0,0
oZXCiGIEtcM,82,79,77,5,0,0
oZieA3bSylM,123,386,104,17,2,0
oZux0y7yBZc,54,168,46,7,1,0
o_5D8u50ijs,7,0,7,0,0,0
o_JuEGX8m0s,17,36,17,0,0,0
oaJ0JdLKTB0,0,4,0,0,0,0
obDmRULrOUY,25,4,25,0,0,0
obt3GDmHAYY,1,3,1,0,0,0
ocOxTARKsrg,72,409,66,6,0,0
ocgGq6F17UE,64,37,53,11,0,0
od1nWefAQvQ,34,11,33,1,0,0
odC1tXouVuc,15,4,14,1,0,0
odIjFgNP794,0,2,0,0,0,0
odP6W1HafTI,52,42,50,2,0,0
odnUI1qa-jk,19,14,19,0,0,0
oeL5tmqC5W0,10,4,10,0,0,0
ofM3Y3lrBr4,40,20,29,8,3,0
og9x2BAWhTs,56,138,53,3,0,0
ogzc1i8z1lc,48,16,47,1,0,0
oh0l37pv-DA,0,3,0,0,0,0
ohRKEXp01fQ,153,529,149,4,0,0
ohcruLHD5pk,112,185,94,18,0,0
ohqtza4TXQ0,15,12,15,0,0,0
oiGDHJoOtok,19,11,19,0,0,0
oigqGKYN19I,3,9,3,0,0,0
ojTf3QFUsYY,60,150,51,9,0,0
ojTiix1BDb4,93,138,85,8,0,0
okIB5nsHydA,14,121,13,1,0,0
okaPDVgOzsE,33,43,32,1,0,0
okiRZslkucE,0,4,0,0,0,0
oluGoimdsW4,123,19,123,0,0,0
olz6iY504uU,0,9,0,0,0,0
omIWY_2Wqbs,26,34,24,2,0,0
omWhM-qrsR8,249,137,212,34,3,0
on1JDbEL4VQ,57,111,53,4,0,0
onBwXX8mW8c,0,10,0,0,0,0
onc37gFCqQw,1,0,1,0,0,0
ongvX1jwdLY,1,1,1,0,0,0
ooLe450fTw0,243,1043,220,21,2,0
ooR3JZvcmN0,47,114,47,0,0,0
opFYR8r7Y6o,16,5,16,0,0,0
opGvnVYoeW4,9,3,9,0,0,0
opSkEpyoQok,0,1,0,0,0,0
opb_3zqXCSY,36,6,29,7,0,0
opoC7GJ72i0,12,9,10,2,0,0
opoysx23XYU,184,764,153,26,5,0
oqiISdV1c-8,1,5,1,0,0,0
or-pCbVE3wI,0,13,0,0,0,0
orCBEm0De3A,1,4,1,0,0,0
orH0kSKBQDw,185,113,152,27,6,0
orNKYc1yZ7s,1,2,1,0,0,0
ormx33E4hvI,0,2,0,0,0,0
os9bJGmEt_8,60,6,59,1,0,0
osBsXBtw1No,194,492,171,15,8,0
osrSiNn1u8Y,24,88,24,0,0,0
otdQtK7W0uU,10,11,10,0,0,0
otw3L5Zy8OE,19,89,17,2,0,0
otxzZ2jWGfo,254,1068,227,22,5,0
ouOiN31KiPA,27,56,25,2,0,0
ouQk_ZhjjrU,1,0,1,0,0,0
ouWZ9P7gFuA,6,4,6,0,0,0
ouhj93WRGoo,112,148,50,34,27,1
ouicb_ZWEbs,30,10,29,1,0,0
ousZGeEPivY,2,19,2,0,0,0
ovNNK3TAj8o,122,247,113,9,0,0
ovW4PPwECf0,170,8,156,14,0,0
ovi34N--NTc,45,116,36,9,0,0
ovmgmRTkqYY,90,43,88,2,0,0
ovp3WFhO7zU,226,1354,174,42,9,1
ovvQUQeKBQw,398,1202,283,93,21,1
owKsSMpSgy0,1,0,1,0,0,0
owkp_OtpBEg,22,35,22,0,0,0
owmTo_XvCWc,96,34,81,15,0,0
owtibz96J2Q,1,2,1,0,0,0
owtws7duWO8,111,348,103,8,0,0
ox61xL3zocI,29,18,29,0,0,0
oxk6Ls3Kl3Q,233,560,196,37,0,0
oxpeC66mV7Q,136,345,118,14,4,0
oxqdV5IK4tQ,0,1,0,0,0,0
oy4C90c1Fag,3,5,3,0,0,0
ozgMr1vcxpc,58,48,58,0,0,0
p-DykpEPlUg,0,1,0,0,0,0
p-nl_xkZj2U,62,14,61,1,0,0
p0cMMMcrVwU,0,3,0,0,0,0
p0f-gtqDy5g,5,9,5,0,0,0
p1e3RKHofNk,4,0,4,0,0,0
p1gvgeWYDno,20,11,20,0,0,0
p1rVZOL_g2c,126,332,120,5,1,0
p2QTn8cey-Y,6,11,5,1,0,0
p2ok6nu4pwE,0,4,0,0,0,0
p3Zdh4NrTwI,11,8,11,0,0,0
p4WZ7FsVX_M,165,1144,155,9,1,0
p4XgUDmO6ls,18,14,16,2,0,0
p4fG3qMObzQ,4,56,3,1,0,0
p53vmOV1OQM,8,7,8,0,0,0
p5OBiXxo7Ag,13,39,11,2,0,0
p6vUvPiezF4,0,2,0,0,0,0
p7eUlp4tYpg,7,9,7,0,0,0
p8J2inBRNHs,19,27,19,0,0,0
p8jJ3qmMhJ0,132,468,120,11,1,0
p9GPZyXpjSQ,437,1163,227,155,53,2
pA82qk9uEZw,0,4,0,0,0,0
pA86CIJ4qRE,66,328,63,3,0,0
pAC88fHAzHM,14,4,14,0,0,0
pAxBh3UebKA,13,53,12,1,0,0
pBYha2Bj7fE,56,16,52,4,0,0
pBqfLKfVq9g,25,13,25,0,0,0
pBzGrx6Qqf0,99,243,84,14,1,0
pC2WTcFO2F8,160,421,153,7,0,0
pCQWhVCZ_-Q,56,36,52,4,0,0
pDEZNMGNzwI,144,654,123,18,3,0
pDL6IBLiF9Q,0,3,0,0,0,0
pDtljwQtlhM,2,1,2,0,0,0
pE9Vd1MW1vU,1,3,1,0,0,0
pEGemJr1Fz8,3,0,3,0,0,0
pEa96BOSr9U,1,1,1,0,0,0
pEmHA244ZPg,61,270,49,11,1,0
pEoaSRRPUug,30,30,28,2,0,0
pEtsuDByAXM,68,93,58,10,0,0
pF2W2H8DXoU,36,44,33,3,0,0
pF32Y5HsRRY,7,29,7,0,0,0
pF4gZ9rvBg4,355,134,342,13,0,0
pFerPNlaEes,61,106,61,0,0,0
pFyxkAf3iEc,74,7,74,0,0,0
pG30yasVe7E,22,38,17,5,0,0
pGEyoJnknT4,12,92,11,1,0,0
pGGuUM4Yfbc,0,3,0,0,0,0
pGKT0WQW638,6,0,6,0,0,0
pGZuPqmDT7w,49,24,48,1,0,0
pGpN4zRatys,19,14,19,0,0,0
pHHNGyut6T8,15,25,10,5,0,0
pIae-NuhIkk,83,51,65,18,0,0
pIrJ4j1r1v8,24,78,22,2,0,0
pJcbY3yFg_8,33,21,33,0,0,0
pJwHg5lrEHU,10,3,10,0,0,0
pK3bG1pQQo4,36,60,36,0,0,0
pKYCFK5kWiQ,145,601,126,18,1,0
pLX2AliOYdU,203,138,191,12,0,0
pLepVJ5bszQ,74,220,62,12,0,0
pM6MR3eLfZA,1,1,1,0,0,0
pMTklCRRZY0,43,15,42,1,0,0
pMdqJb__0Rk,279,1113,247,24,8,0
pMo9pWnwkms,115,102,115,0,0,0
pMpEPDv7fvM,5,3,5,0,0,0
pNQR_6ViD7k,151,270,134,17,0,0
pO2zgsqFjW4,9,18,9,0,0,0
pOF9ADXwKZg,26,49,23,3,0,0
pOndYwhVZxw,36,69,36,0,0,0
pOnlSqOByMQ,274,246,167,77,26,4
pOnrEAM4Ga4,13,3,13,0,0,0
pPLl5rzU_yQ,101,24,99,2,0,0
pPPdNB0_PS0,101,285,93,8,0,0
pPSNO2KZV2I,2,10,2,0,0,0
pQ7qGUJxuEA,63,246,59,4,0,0
pQFOBOyRXlA,25,32,25,0,0,0
pQiUqX75A1A,13,29,13,0,0,0
pRNKwV9iNYs,716,884,429,229,55,3
pRbD175acqM,42,41,42,0,0,0
pRyQZ511X-8,24,8,24,0,0,0
pS5Wc-fLSRo,12,18,12,0,0,0
pSS5-Te9Lsw,17,3,17,0,0,0
pSvNsbSHJ6Y,1,1,1,0,0,0
pTa7V1H-dAg,478,1102,420,50,8,0
pTrcd3reZjo,9,5,9,0,0,0
pU4cO3wWbNU,43,4,42,1,0,0
pVA-PMevLNM,3,35,3,0,0,0
pVNxYgBO_Jk,33,74,32,1,0,0
pVRGvjxAbi8,1,1,1,0,0,0
pWwvNj-mWL0,137,631,116,20,1,0
pX4DKEchi88,7,0,7,0,0,0
pXepvUC1yM4,15,1,15,0,0,0
pXjqzTbra5M,0,3,0,0,0,0
pXk3zYKPFAo,5,13,5,0,0,0
pXl9D3fF-oI,45,71,41,4,0,0
pXwIdHk89l8,2,6,2,0,0,0
pY8YEKjh7B4,4,36,4,0,0,0
pZhQAn5BUNE,35,5,34,1,0,0
pZjl_Ue3aIE,0,3,0,0,0,0
p_SgNHwoSGI,21,38,21,0,0,0
p_qthYXaaME,37,20,34,3,0,0
pbo3Mi70bzI,38,69,36,2,0,0
pbuN20uIdGE,0,12,0,0,0,0
pbzjk-r3sD8,0,3,0,0,0,0
pc3Rj7nG5uo,44,54,44,0,0,0
pcA-J73su9c,3,5,3,0,0,0
pcBKBYkbD5Y,20,7,20,0,0,0
pdozm4M2c0c,89,203,85,4,0,0
pdscKOE6HZY,396,1184,290,91,14,1
pdtIvyYz5BI,2,2,2,0,0,0
peOXDGel6AA,110,21,110,0,0,0
petlNtFMU0M,53,131,52,1,0,0
pfY2QZuY0Fw,13,6,12,1,0,0
pf_O6CTB8OY,71,9,70,1,0,0
pgZLBisUudU,2,0,1,1,0,0
ph4MqPiGtMI,2,29,2,0,0,0
phW2UkXVPTc,0,2,0,0,0,0
phsbIXNJJOc,3,5,3,0,0,0
plJn8FWgKrU,691,909,376,237,70,8
plcJWUPlQQc,3,15,3,0,0,0
pmCnr80xur8,112,241,97,15,0,0
pmIyhtNyvd8,0,3,0,0,0,0
pmfWI9WdyIM,333,1247,282,45,6,0
pmm4g3q2HIA,0,1,0,0,0,0
pmpH1ADNnaM,5,0,5,0,0,0
pnpxjXME2UM,122,496,115,7,0,0
poUR7z4uQOw,5,1,5,0,0,0
pofdAMk3Aa8,162,1151,152,9,1,0
pp5gipbCF9E,149,62,115,33,1,0
pq1gBFwLn_Q,2,0,2,0,0,0
pqKaXZ9f61o,151,62,146,5,0,0
pqOC1Gasu1U,3,0,3,0,0,0
pqlDJtQZycU,2,3,2,0,0,0
prMfzDUDAdU,196,1057,173,19,4,0
prRedgyz0gs,11,0,11,0,0,0
ps4mveYUJ-Q,176,334,153,20,3,0
psD4ciLpi4Y,207,539,175,27,5,0
psLvhM4ZsD8,13,27,13,0,0,0
ptcz0GdZJ7k,2,6,2,0,0,0
pu9lG5lqx34,7,10,7,0,0,0
puTsS9IFxgU,18,112,17,1,0,0
pvS8H6YsP4Q,0,2,0,0,0,0
pvbWs8ZgKVI,357,289,344,12,1,0
pvgRsmYjBRA,209,383,179,28,2,0
pvmBwpZQdhs,45,218,45,0,0,0
pwB7iuMd8EY,13,7,13,0,0,0
pwCtQVfZeMU,68,160,59,9,0,0
pwV2xY1RzQQ,258,89,244,14,0,0
pw_7gR14VJY,34,43,33,1,0,0
pwagIhAHX8k,8,52,8,0,0,0
pwgIVEGjkHI,9,3,9,0,0,0
pwlg31Te-8w,32,39,29,3,0,0
pwmK_t5TAVM,3,3,3,0,0,0
pwppoWWndF4,0,7,0,0,0,0
pwr5gZTKMYw,121,207,117,4,0,0
px-p7UoC-uY,2,5,2,0,0,0
pxZ3fSBiNI0,10,0,10,0,0,0
pyPNLQxhOu8,27,116,26,1,0,0
pyhx21-XgKE,105,260,91,11,3,0
pypH8PKHvFU,59,63,59,0,0,0
pzqnR-DAAVs,92,228,86,6,0,0
pzueYqhKw9E,9,18,9,0,0,0
pzzbI7PY-qM,13,10,13,0,0,0
q-4C7ghDlNI,150,744,135,14,1,0
q-8N6ts6718,8,6,8,0,0,0
q-bX4TTZA7c,6,11,6,0,0,0
q-i0I8uSSik,128,248,105,20,3,0
q02CV1Qq3a4,51,14,51,0,0,0
q0do3BToVFg,16,32,16,0,0,0
q0pQL-dHOyQ,1,1,1,0,0,0
q0rthrQa8Pg,158,514,119,36,3,0
q1LKR5U9muE,6,8,6,0,0,0
q1OuX_j4OCY,86,106,84,2,0,0
q1QYhlr0d_w,45,356,40,4,1,0
q1flssaYJ_I,1,4,1,0,0,0
q24ULkcoGGc,118,263,92,24,2,0
q2bab4ObIk8,13,47,12,1,0,0
q2f3hcoYfW8,15,65,15,0,0,0
q3L0AO9JRnQ,165,214,151,10,4,0
q3_RfFFKMeY,151,873,127,18,6,0
q3mBwFVVOwc,120,109,84,29,7,0
q3oe5Iiq3Y8,28,35,27,1,0,0
q4C3VZNEZsA,49,196,40,9,0,0
q4IXqPGksQU,15,4,13,2,0,0
q4c5M7M77dM,25,13,25,0,0,0
q4tldk6eRMQ,32,45,32,0,0,0
q5EPifZQK8I,205,734,186,14,5,0
q5Zztlrxrjw,35,10,33,2,0,0
q6KJoFP87PA,122,538,108,13,1,0
q6T6JlnL3sE,3,18,3,0,0,0
q6dx9JErQWg,2,59,2,0,0,0
q6gedkiIRKc,10,3,10,0,0,0
q7NlbFdj6oo,7,4,7,0,0,0
q7_j2UB8ntY,251,1329,205,40,6,0
q9-DNiuhS9A,1,0,1,0,0,0
q9ySXM863hk,16,80,16,0,0,0
qAkrRaYRWGI,22,28,20,2,0,0
qAnCoWchZ-U,45,143,44,1,0,0
qBVRE6h9x2g,128,89,108,20,0,0
qCZQBTsit_Q,24,20,24,0,0,0
qCzm2JJjlHQ,83,37,83,0,0,0
qEGqTIoCufQ,52,261,50,2,0,0
qEppSNdHS-E,5,2,5,0,0,0
qF4h3v6sR44,5,0,5,0,0,0
qGCKCA-7eIg,29,93,27,2,0,0
qGOkCCukjAY,25,29,23,2,0,0
qHSJTfQNO_s,94,107,64,27,3,0
qILD_SaCN3Q,110,90,101,9,0,0
qIUCZQwnfCo,27,30,25,2,0,0
qIaWp6IA_TI,45,255,35,9,1,0
qIwZKkx5hlM,28,18,28,0,0,0
qJQeoP9rivg,1,8,1,0,0,0
qJmYN5S9Zaw,166,91,158,8,0,0
qKLYPPpB8Qc,487,1113,353,121,11,2
qLaPFEKXubk,189,103,164,21,4,0
